API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Mar 17 19:04:30 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2024-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2025-Nov-16 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 695700.0, 695700.0, 695700.0 km {Equator_a, b, pole_c}
Output units    : AU-D
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 1 (position only)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2460478.500000000, A.D. 2024-Jun-17 00:00:00.0000,  1.391919713066899E+00,  2.800788990607234E-02, -3.355469475736139E-02,
2460479.500000000, A.D. 2024-Jun-18 00:00:00.0000,  1.392096717221330E+00,  4.319161755950918E-02, -3.324082603781756E-02,
2460480.500000000, A.D. 2024-Jun-19 00:00:00.0000,  1.392121376702390E+00,  5.837062172037422E-02, -3.292331967451532E-02,
2460481.500000000, A.D. 2024-Jun-20 00:00:00.0000,  1.391993875824176E+00,  7.354324922427977E-02, -3.260221484027492E-02,
2460482.500000000, A.D. 2024-Jun-21 00:00:00.0000,  1.391714419375242E+00,  8.870785189049155E-02, -3.227755110509024E-02,
2460483.500000000, A.D. 2024-Jun-22 00:00:00.0000,  1.391283232486507E+00,  1.038627868210094E-01, -3.194936842688577E-02,
2460484.500000000, A.D. 2024-Jun-23 00:00:00.0000,  1.390700560493153E+00,  1.190064166950991E-01, -3.161770714184249E-02,
2460485.500000000, A.D. 2024-Jun-24 00:00:00.0000,  1.389966668791062E+00,  1.341371100605696E-01, -3.128260795441148E-02,
2460486.500000000, A.D. 2024-Jun-25 00:00:00.0000,  1.389081842689334E+00,  1.492532416222589E-01, -3.094411192763967E-02,
2460487.500000000, A.D. 2024-Jun-26 00:00:00.0000,  1.388046387259237E+00,  1.643531925267477E-01, -3.060226047400038E-02,
2460488.500000000, A.D. 2024-Jun-27 00:00:00.0000,  1.386860627178326E+00,  1.794353506423348E-01, -3.025709534619877E-02,
2460489.500000000, A.D. 2024-Jun-28 00:00:00.0000,  1.385524906568717E+00,  1.944981108347859E-01, -2.990865862741168E-02,
2460490.500000000, A.D. 2024-Jun-29 00:00:00.0000,  1.384039588830067E+00,  2.095398752398947E-01, -2.955699272108742E-02,
2460491.500000000, A.D. 2024-Jun-30 00:00:00.0000,  1.382405056468650E+00,  2.245590535324254E-01, -2.920214034090821E-02,
2460492.500000000, A.D. 2024-Jul-01 00:00:00.0000,  1.380621710923007E+00,  2.395540631898352E-01, -2.884414450120428E-02,
2460493.500000000, A.D. 2024-Jul-02 00:00:00.0000,  1.378689972385449E+00,  2.545233297502927E-01, -2.848304850748563E-02,
2460494.500000000, A.D. 2024-Jul-03 00:00:00.0000,  1.376610279618722E+00,  2.694652870663769E-01, -2.811889594663891E-02,
2460495.500000000, A.D. 2024-Jul-04 00:00:00.0000,  1.374383089768418E+00,  2.843783775556262E-01, -2.775173067688847E-02,
2460496.500000000, A.D. 2024-Jul-05 00:00:00.0000,  1.372008878172235E+00,  2.992610524472062E-01, -2.738159681800338E-02,
2460497.500000000, A.D. 2024-Jul-06 00:00:00.0000,  1.369488138166032E+00,  3.141117720230881E-01, -2.700853874178853E-02,
2460498.500000000, A.D. 2024-Jul-07 00:00:00.0000,  1.366821380885613E+00,  3.289290058532672E-01, -2.663260106234801E-02,
2460499.500000000, A.D. 2024-Jul-08 00:00:00.0000,  1.364009135063969E+00,  3.437112330260302E-01, -2.625382862588184E-02,
2460500.500000000, A.D. 2024-Jul-09 00:00:00.0000,  1.361051946825435E+00,  3.584569423741363E-01, -2.587226650053684E-02,
2460501.500000000, A.D. 2024-Jul-10 00:00:00.0000,  1.357950379478046E+00,  3.731646326964750E-01, -2.548795996687359E-02,
2460502.500000000, A.D. 2024-Jul-11 00:00:00.0000,  1.354705013303539E+00,  3.878328129741441E-01, -2.510095450871231E-02,
2460503.500000000, A.D. 2024-Jul-12 00:00:00.0000,  1.351316445343598E+00,  4.024600025809032E-01, -2.471129580367234E-02,
2460504.500000000, A.D. 2024-Jul-13 00:00:00.0000,  1.347785289182193E+00,  4.170447314891171E-01, -2.431902971319327E-02,
2460505.500000000, A.D. 2024-Jul-14 00:00:00.0000,  1.344112174725320E+00,  4.315855404716222E-01, -2.392420227251995E-02,
2460506.500000000, A.D. 2024-Jul-15 00:00:00.0000,  1.340297747979130E+00,  4.460809812982842E-01, -2.352685968113628E-02,
2460507.500000000, A.D. 2024-Jul-16 00:00:00.0000,  1.336342670826138E+00,  4.605296169259891E-01, -2.312704829353968E-02,
2460508.500000000, A.D. 2024-Jul-17 00:00:00.0000,  1.332247620798695E+00,  4.749300216827425E-01, -2.272481460991223E-02,
2460509.500000000, A.D. 2024-Jul-18 00:00:00.0000,  1.328013290849873E+00,  4.892807814476319E-01, -2.232020526655346E-02,
2460510.500000000, A.D. 2024-Jul-19 00:00:00.0000,  1.323640389122779E+00,  5.035804938269677E-01, -2.191326702645286E-02,
2460511.500000000, A.D. 2024-Jul-20 00:00:00.0000,  1.319129638718835E+00,  5.178277683251622E-01, -2.150404677027962E-02,
2460512.500000000, A.D. 2024-Jul-21 00:00:00.0000,  1.314481777464201E+00,  5.320212265092507E-01, -2.109259148744666E-02,
2460513.500000000, A.D. 2024-Jul-22 00:00:00.0000,  1.309697557673461E+00,  5.461595021676360E-01, -2.067894826676301E-02,
2460514.500000000, A.D. 2024-Jul-23 00:00:00.0000,  1.304777745911277E+00,  5.602412414642164E-01, -2.026316428684969E-02,
2460515.500000000, A.D. 2024-Jul-24 00:00:00.0000,  1.299723122753706E+00,  5.742651030879756E-01, -1.984528680702910E-02,
2460516.500000000, A.D. 2024-Jul-25 00:00:00.0000,  1.294534482549613E+00,  5.882297583971144E-01, -1.942536315889663E-02,
2460517.500000000, A.D. 2024-Jul-26 00:00:00.0000,  1.289212633180845E+00,  6.021338915572869E-01, -1.900344073797102E-02,
2460518.500000000, A.D. 2024-Jul-27 00:00:00.0000,  1.283758395820238E+00,  6.159761996747882E-01, -1.857956699487064E-02,
2460519.500000000, A.D. 2024-Jul-28 00:00:00.0000,  1.278172604688207E+00,  6.297553929256854E-01, -1.815378942623452E-02,
2460520.500000000, A.D. 2024-Jul-29 00:00:00.0000,  1.272456106809280E+00,  6.434701946803910E-01, -1.772615556597652E-02,
2460521.500000000, A.D. 2024-Jul-30 00:00:00.0000,  1.266609761768721E+00,  6.571193416221534E-01, -1.729671297700512E-02,
2460522.500000000, A.D. 2024-Jul-31 00:00:00.0000,  1.260634441468431E+00,  6.707015838591418E-01, -1.686550924302997E-02,
2460523.500000000, A.D. 2024-Aug-01 00:00:00.0000,  1.254531029881824E+00,  6.842156850316893E-01, -1.643259196017735E-02,
2460524.500000000, A.D. 2024-Aug-02 00:00:00.0000,  1.248300422808544E+00,  6.976604224160292E-01, -1.599800872864355E-02,
2460525.500000000, A.D. 2024-Aug-03 00:00:00.0000,  1.241943527629854E+00,  7.110345870238147E-01, -1.556180714476523E-02,
2460526.500000000, A.D. 2024-Aug-04 00:00:00.0000,  1.235461263064350E+00,  7.243369836958973E-01, -1.512403479341170E-02,
2460527.500000000, A.D. 2024-Aug-05 00:00:00.0000,  1.228854558922876E+00,  7.375664311902548E-01, -1.468473924015950E-02,
2460528.500000000, A.D. 2024-Aug-06 00:00:00.0000,  1.222124355862496E+00,  7.507217622652814E-01, -1.424396802306134E-02,
2460529.500000000, A.D. 2024-Aug-07 00:00:00.0000,  1.215271605140965E+00,  7.638018237590696E-01, -1.380176864456088E-02,
2460530.500000000, A.D. 2024-Aug-08 00:00:00.0000,  1.208297268372946E+00,  7.768054766639551E-01, -1.335818856413815E-02,
2460531.500000000, A.D. 2024-Aug-09 00:00:00.0000,  1.201202317287353E+00,  7.897315961956027E-01, -1.291327519143586E-02,
2460532.500000000, A.D. 2024-Aug-10 00:00:00.0000,  1.193987733484392E+00,  8.025790718571183E-01, -1.246707587914161E-02,
2460533.500000000, A.D. 2024-Aug-11 00:00:00.0000,  1.186654508192210E+00,  8.153468074993893E-01, -1.201963791545236E-02,
2460534.500000000, A.D. 2024-Aug-12 00:00:00.0000,  1.179203642024458E+00,  8.280337213779106E-01, -1.157100851665166E-02,
2460535.500000000, A.D. 2024-Aug-13 00:00:00.0000,  1.171636144739544E+00,  8.406387462048283E-01, -1.112123482019101E-02,
2460536.500000000, A.D. 2024-Aug-14 00:00:00.0000,  1.163953035000878E+00,  8.531608291951135E-01, -1.067036387802995E-02,
2460537.500000000, A.D. 2024-Aug-15 00:00:00.0000,  1.156155340137427E+00,  8.655989321076404E-01, -1.021844264983844E-02,
2460538.500000000, A.D. 2024-Aug-16 00:00:00.0000,  1.148244095905091E+00,  8.779520312829462E-01, -9.765517996139396E-03,
2460539.500000000, A.D. 2024-Aug-17 00:00:00.0000,  1.140220346249965E+00,  8.902191176780482E-01, -9.311636671807387E-03,
2460540.500000000, A.D. 2024-Aug-18 00:00:00.0000,  1.132085143073616E+00,  9.023991968969282E-01, -8.856845320037389E-03,
2460541.500000000, A.D. 2024-Aug-19 00:00:00.0000,  1.123839545999319E+00,  9.144912892157875E-01, -8.401190466348017E-03,
2460542.500000000, A.D. 2024-Aug-20 00:00:00.0000,  1.115484622138462E+00,  9.264944296039209E-01, -7.944718512177002E-03,
2460543.500000000, A.D. 2024-Aug-21 00:00:00.0000,  1.107021445857912E+00,  9.384076677413514E-01, -7.487475728304028E-03,
2460544.500000000, A.D. 2024-Aug-22 00:00:00.0000,  1.098451098549879E+00,  9.502300680329454E-01, -7.029508248787284E-03,
2460545.500000000, A.D. 2024-Aug-23 00:00:00.0000,  1.089774668404593E+00,  9.619607096179839E-01, -6.570862065624369E-03,
2460546.500000000, A.D. 2024-Aug-24 00:00:00.0000,  1.080993250184548E+00,  9.735986863752235E-01, -6.111583023542245E-03,
2460547.500000000, A.D. 2024-Aug-25 00:00:00.0000,  1.072107944999341E+00,  9.851431069246802E-01, -5.651716814373603E-03,
2460548.500000000, A.D. 2024-Aug-26 00:00:00.0000,  1.063119860081937E+00,  9.965930946269974E-01, -5.191308971278209E-03,
2460549.500000000, A.D. 2024-Aug-27 00:00:00.0000,  1.054030108567532E+00,  1.007947787579694E+00, -4.730404863373320E-03,
2460550.500000000, A.D. 2024-Aug-28 00:00:00.0000,  1.044839809274887E+00,  1.019206338608907E+00, -4.269049690783864E-03,
2460551.500000000, A.D. 2024-Aug-29 00:00:00.0000,  1.035550086489078E+00,  1.030367915256497E+00, -3.807288479647140E-03,
2460552.500000000, A.D. 2024-Aug-30 00:00:00.0000,  1.026162069745626E+00,  1.041431699764071E+00, -3.345166076934495E-03,
2460553.500000000, A.D. 2024-Aug-31 00:00:00.0000,  1.016676893617134E+00,  1.052396889055194E+00, -2.882727145492029E-03,
2460554.500000000, A.D. 2024-Sep-01 00:00:00.0000,  1.007095697503046E+00,  1.063262694715165E+00, -2.420016159610284E-03,
2460555.500000000, A.D. 2024-Sep-02 00:00:00.0000,  9.974196254217221E-01,  1.074028342967033E+00, -1.957077400847567E-03,
2460556.500000000, A.D. 2024-Sep-03 00:00:00.0000,  9.876498258035902E-01,  1.084693074643942E+00, -1.493954953545898E-03,
2460557.500000000, A.D. 2024-Sep-04 00:00:00.0000,  9.777874512853342E-01,  1.095256145159146E+00, -1.030692699936067E-03,
2460558.500000000, A.D. 2024-Sep-05 00:00:00.0000,  9.678336585064108E-01,  1.105716824474070E+00, -5.673343153870738E-04,
2460559.500000000, A.D. 2024-Sep-06 00:00:00.0000,  9.577896079088162E-01,  1.116074397063337E+00, -1.039232643154704E-04,
2460560.500000000, A.D. 2024-Sep-07 00:00:00.0000,  9.476564635393960E-01,  1.126328161876063E+00,  3.594972034758326E-04,
2460561.500000000, A.D. 2024-Sep-08 00:00:00.0000,  9.374353928533331E-01,  1.136477432294295E+00,  8.228840567046947E-04,
2460562.500000000, A.D. 2024-Sep-09 00:00:00.0000,  9.271275665187483E-01,  1.146521536089845E+00,  1.286194486892795E-03,
2460563.500000000, A.D. 2024-Sep-10 00:00:00.0000,  9.167341582236392E-01,  1.156459815379353E+00,  1.749385912492147E-03,
2460564.500000000, A.D. 2024-Sep-11 00:00:00.0000,  9.062563444857318E-01,  1.166291626576105E+00,  2.212415982526372E-03,
2460565.500000000, A.D. 2024-Sep-12 00:00:00.0000,  8.956953044643907E-01,  1.176016340337696E+00,  2.675242580088938E-03,
2460566.500000000, A.D. 2024-Sep-13 00:00:00.0000,  8.850522197739916E-01,  1.185633341510344E+00,  3.137823826073082E-03,
2460567.500000000, A.D. 2024-Sep-14 00:00:00.0000,  8.743282742996922E-01,  1.195142029071431E+00,  3.600118082865481E-03,
2460568.500000000, A.D. 2024-Sep-15 00:00:00.0000,  8.635246540168962E-01,  1.204541816070582E+00,  4.062083957490080E-03,
2460569.500000000, A.D. 2024-Sep-16 00:00:00.0000,  8.526425468142568E-01,  1.213832129568154E+00,  4.523680304221562E-03,
2460570.500000000, A.D. 2024-Sep-17 00:00:00.0000,  8.416831423189122E-01,  1.223012410570538E+00,  4.984866227241400E-03,
2460571.500000000, A.D. 2024-Sep-18 00:00:00.0000,  8.306476317232827E-01,  1.232082113963318E+00,  5.445601083718829E-03,
2460572.500000000, A.D. 2024-Sep-19 00:00:00.0000,  8.195372076142965E-01,  1.241040708443439E+00,  5.905844487010168E-03,
2460573.500000000, A.D. 2024-Sep-20 00:00:00.0000,  8.083530638063078E-01,  1.249887676449834E+00,  6.365556309358986E-03,
2460574.500000000, A.D. 2024-Sep-21 00:00:00.0000,  7.970963951777216E-01,  1.258622514091382E+00,  6.824696683971647E-03,
2460575.500000000, A.D. 2024-Sep-22 00:00:00.0000,  7.857683975101063E-01,  1.267244731072465E+00,  7.283226007001298E-03,
2460576.500000000, A.D. 2024-Sep-23 00:00:00.0000,  7.743702673290007E-01,  1.275753850617706E+00,  7.741104939890850E-03,
2460577.500000000, A.D. 2024-Sep-24 00:00:00.0000,  7.629032017471031E-01,  1.284149409396631E+00,  8.198294411827227E-03,
2460578.500000000, A.D. 2024-Sep-25 00:00:00.0000,  7.513683983107434E-01,  1.292430957447226E+00,  8.654755621803747E-03,
2460579.500000000, A.D. 2024-Sep-26 00:00:00.0000,  7.397670548492195E-01,  1.300598058097000E+00,  9.110450040380403E-03,
2460580.500000000, A.D. 2024-Sep-27 00:00:00.0000,  7.281003693258189E-01,  1.308650287881653E+00,  9.565339411651315E-03,
2460581.500000000, A.D. 2024-Sep-28 00:00:00.0000,  7.163695396905988E-01,  1.316587236462715E+00,  1.001938575547575E-02,
2460582.500000000, A.D. 2024-Sep-29 00:00:00.0000,  7.045757637362855E-01,  1.324408506545038E+00,  1.047255136941194E-02,
2460583.500000000, A.D. 2024-Sep-30 00:00:00.0000,  6.927202389578856E-01,  1.332113713793496E+00,  1.092479883003136E-02,
2460584.500000000, A.D. 2024-Oct-01 00:00:00.0000,  6.808041624148804E-01,  1.339702486747780E+00,  1.137609099404267E-02,
2460585.500000000, A.D. 2024-Oct-02 00:00:00.0000,  6.688287305947170E-01,  1.347174466735564E+00,  1.182639099982243E-02,
2460586.500000000, A.D. 2024-Oct-03 00:00:00.0000,  6.567951392778150E-01,  1.354529307785266E+00,  1.227566226934545E-02,
2460587.500000000, A.D. 2024-Oct-04 00:00:00.0000,  6.447045834054252E-01,  1.361766676538572E+00,  1.272386850992334E-02,
2460588.500000000, A.D. 2024-Oct-05 00:00:00.0000,  6.325582569510030E-01,  1.368886252161455E+00,  1.317097371535577E-02,
2460589.500000000, A.D. 2024-Oct-06 00:00:00.0000,  6.203573527943537E-01,  1.375887726253014E+00,  1.361694216675302E-02,
2460590.500000000, A.D. 2024-Oct-07 00:00:00.0000,  6.081030625975307E-01,  1.382770802753351E+00,  1.406173843355981E-02,
2460591.500000000, A.D. 2024-Oct-08 00:00:00.0000,  5.957965766825860E-01,  1.389535197852012E+00,  1.450532737484734E-02,
2460592.500000000, A.D. 2024-Oct-09 00:00:00.0000,  5.834390839121862E-01,  1.396180639896673E+00,  1.494767414040675E-02,
2460593.500000000, A.D. 2024-Oct-10 00:00:00.0000,  5.710317715733007E-01,  1.402706869300546E+00,  1.538874417143628E-02,
2460594.500000000, A.D. 2024-Oct-11 00:00:00.0000,  5.585758252628941E-01,  1.409113638447840E+00,  1.582850320124324E-02,
2460595.500000000, A.D. 2024-Oct-12 00:00:00.0000,  5.460724287749245E-01,  1.415400711598244E+00,  1.626691725632431E-02,
2460596.500000000, A.D. 2024-Oct-13 00:00:00.0000,  5.335227639896275E-01,  1.421567864791688E+00,  1.670395265746836E-02,
2460597.500000000, A.D. 2024-Oct-14 00:00:00.0000,  5.209280107663832E-01,  1.427614885753314E+00,  1.713957602027365E-02,
2460598.500000000, A.D. 2024-Oct-15 00:00:00.0000,  5.082893468397762E-01,  1.433541573797639E+00,  1.757375425516914E-02,
2460599.500000000, A.D. 2024-Oct-16 00:00:00.0000,  4.956079477172709E-01,  1.439347739731559E+00,  1.800645456762017E-02,
2460600.500000000, A.D. 2024-Oct-17 00:00:00.0000,  4.828849865778813E-01,  1.445033205757191E+00,  1.843764445886923E-02,
2460601.500000000, A.D. 2024-Oct-18 00:00:00.0000,  4.701216341728770E-01,  1.450597805375337E+00,  1.886729172679493E-02,
2460602.500000000, A.D. 2024-Oct-19 00:00:00.0000,  4.573190587296441E-01,  1.456041383288797E+00,  1.929536446632083E-02,
2460603.500000000, A.D. 2024-Oct-20 00:00:00.0000,  4.444784258584560E-01,  1.461363795304203E+00,  1.972183106937129E-02,
2460604.500000000, A.D. 2024-Oct-21 00:00:00.0000,  4.316008984611048E-01,  1.466564908232712E+00,  2.014666022483689E-02,
2460605.500000000, A.D. 2024-Oct-22 00:00:00.0000,  4.186876366410314E-01,  1.471644599791324E+00,  2.056982091882619E-02,
2460606.500000000, A.D. 2024-Oct-23 00:00:00.0000,  4.057397976157014E-01,  1.476602758505565E+00,  2.099128243492247E-02,
2460607.500000000, A.D. 2024-Oct-24 00:00:00.0000,  3.927585356318629E-01,  1.481439283612260E+00,  2.141101435407330E-02,
2460608.500000000, A.D. 2024-Oct-25 00:00:00.0000,  3.797450018830266E-01,  1.486154084961073E+00,  2.182898655429897E-02,
2460609.500000000, A.D. 2024-Oct-26 00:00:00.0000,  3.667003444280625E-01,  1.490747082915137E+00,  2.224516921072445E-02,
2460610.500000000, A.D. 2024-Oct-27 00:00:00.0000,  3.536257081110997E-01,  1.495218208252109E+00,  2.265953279593294E-02,
2460611.500000000, A.D. 2024-Oct-28 00:00:00.0000,  3.405222344841956E-01,  1.499567402066114E+00,  2.307204807999809E-02,
2460612.500000000, A.D. 2024-Oct-29 00:00:00.0000,  3.273910617333667E-01,  1.503794615669773E+00,  2.348268612984976E-02,
2460613.500000000, A.D. 2024-Oct-30 00:00:00.0000,  3.142333246067154E-01,  1.507899810495629E+00,  2.389141830847488E-02,
2460614.500000000, A.D. 2024-Oct-31 00:00:00.0000,  3.010501543432788E-01,  1.511882957997497E+00,  2.429821627461444E-02,
2460615.500000000, A.D. 2024-Nov-01 00:00:00.0000,  2.878426786029555E-01,  1.515744039552820E+00,  2.470305198286610E-02,
2460616.500000000, A.D. 2024-Nov-02 00:00:00.0000,  2.746120213988582E-01,  1.519483046365908E+00,  2.510589768357577E-02,
2460617.500000000, A.D. 2024-Nov-03 00:00:00.0000,  2.613593030324559E-01,  1.523099979370697E+00,  2.550672592223826E-02,
2460618.500000000, A.D. 2024-Nov-04 00:00:00.0000,  2.480856400305911E-01,  1.526594849132352E+00,  2.590550953874471E-02,
2460619.500000000, A.D. 2024-Nov-05 00:00:00.0000,  2.347921450836530E-01,  1.529967675749034E+00,  2.630222166686674E-02,
2460620.500000000, A.D. 2024-Nov-06 00:00:00.0000,  2.214799269853570E-01,  1.533218488755387E+00,  2.669683573387617E-02,
2460621.500000000, A.D. 2024-Nov-07 00:00:00.0000,  2.081500905749540E-01,  1.536347327027356E+00,  2.708932545990760E-02,
2460622.500000000, A.D. 2024-Nov-08 00:00:00.0000,  1.948037366817069E-01,  1.539354238686678E+00,  2.747966485701620E-02,
2460623.500000000, A.D. 2024-Nov-09 00:00:00.0000,  1.814419620704919E-01,  1.542239281004530E+00,  2.786782822839015E-02,
2460624.500000000, A.D. 2024-Nov-10 00:00:00.0000,  1.680658593879975E-01,  1.545002520305449E+00,  2.825379016802033E-02,
2460625.500000000, A.D. 2024-Nov-11 00:00:00.0000,  1.546765171105711E-01,  1.547644031872489E+00,  2.863752556041213E-02,
2460626.500000000, A.D. 2024-Nov-12 00:00:00.0000,  1.412750194950136E-01,  1.550163899853141E+00,  2.901900957970571E-02,
2460627.500000000, A.D. 2024-Nov-13 00:00:00.0000,  1.278624465318942E-01,  1.552562217165081E+00,  2.939821768829467E-02,
2460628.500000000, A.D. 2024-Nov-14 00:00:00.0000,  1.144398738997741E-01,  1.554839085401875E+00,  2.977512563567766E-02,
2460629.500000000, A.D. 2024-Nov-15 00:00:00.0000,  1.010083729197677E-01,  1.556994614739690E+00,  3.014970945788150E-02,
2460630.500000000, A.D. 2024-Nov-16 00:00:00.0000,  8.756901051156232E-02,  1.559028923845518E+00,  3.052194547698195E-02,
2460631.500000000, A.D. 2024-Nov-17 00:00:00.0000,  7.412284915188760E-02,  1.560942139785869E+00,  3.089181030019598E-02,
2460632.500000000, A.D. 2024-Nov-18 00:00:00.0000,  6.067094683492236E-02,  1.562734397934694E+00,  3.125928081867054E-02,
2460633.500000000, A.D. 2024-Nov-19 00:00:00.0000,  4.721435703362487E-02,  1.564405841880925E+00,  3.162433420642335E-02,
2460634.500000000, A.D. 2024-Nov-20 00:00:00.0000,  3.375412866206157E-02,  1.565956623337355E+00,  3.198694791950823E-02,
2460635.500000000, A.D. 2024-Nov-21 00:00:00.0000,  2.029130603966553E-02,  1.567386902051598E+00,  3.234709969503739E-02,
2460636.500000000, A.D. 2024-Nov-22 00:00:00.0000,  6.826928857718071E-03,  1.568696845717822E+00,  3.270476754984387E-02,
2460637.500000000, A.D. 2024-Nov-23 00:00:00.0000, -6.637967852868319E-03,  1.569886629887966E+00,  3.305992977910072E-02,
2460638.500000000, A.D. 2024-Nov-24 00:00:00.0000, -2.010235375346838E-02,  1.570956437882952E+00,  3.341256495537163E-02,
2460639.500000000, A.D. 2024-Nov-25 00:00:00.0000, -3.356520322897137E-02,  1.571906460705211E+00,  3.376265192799918E-02,
2460640.500000000, A.D. 2024-Nov-26 00:00:00.0000, -4.702549541689998E-02,  1.572736896952628E+00,  3.411016982218690E-02,
2460641.500000000, A.D. 2024-Nov-27 00:00:00.0000, -6.048221423390885E-02,  1.573447952732879E+00,  3.445509803744425E-02,
2460642.500000000, A.D. 2024-Nov-28 00:00:00.0000, -7.393434840089949E-02,  1.574039841577826E+00,  3.479741624589083E-02,
2460643.500000000, A.D. 2024-Nov-29 00:00:00.0000, -8.738089146811133E-02,  1.574512784358899E+00,  3.513710439108839E-02,
2460644.500000000, A.D. 2024-Nov-30 00:00:00.0000, -1.008208418398169E-01,  1.574867009204468E+00,  3.547414268729739E-02,
2460645.500000000, A.D. 2024-Dec-01 00:00:00.0000, -1.142532027973868E-01,  1.575102751418699E+00,  3.580851161853767E-02,
2460646.500000000, A.D. 2024-Dec-02 00:00:00.0000, -1.276769825206282E-01,  1.575220253400456E+00,  3.614019193727081E-02,
2460647.500000000, A.D. 2024-Dec-03 00:00:00.0000, -1.410911941085415E-01,  1.575219764561732E+00,  3.646916466313726E-02,
2460648.500000000, A.D. 2024-Dec-04 00:00:00.0000, -1.544948556000461E-01,  1.575101541246818E+00,  3.679541108203220E-02,
2460649.500000000, A.D. 2024-Dec-05 00:00:00.0000, -1.678869899938698E-01,  1.574865846653521E+00,  3.711891274522339E-02,
2460650.500000000, A.D. 2024-Dec-06 00:00:00.0000, -1.812666252668329E-01,  1.574512950755967E+00,  3.743965146812473E-02,
2460651.500000000, A.D. 2024-Dec-07 00:00:00.0000, -1.946327943910590E-01,  1.574043130227281E+00,  3.775760932886153E-02,
2460652.500000000, A.D. 2024-Dec-08 00:00:00.0000, -2.079845353512931E-01,  1.573456668361643E+00,  3.807276866713351E-02,
2460653.500000000, A.D. 2024-Dec-09 00:00:00.0000, -2.213208911625107E-01,  1.572753854996846E+00,  3.838511208356111E-02,
2460654.500000000, A.D. 2024-Dec-10 00:00:00.0000, -2.346409098865501E-01,  1.571934986438053E+00,  3.869462243903431E-02,
2460655.500000000, A.D. 2024-Dec-11 00:00:00.0000, -2.479436446465158E-01,  1.571000365381953E+00,  3.900128285346550E-02,
2460656.500000000, A.D. 2024-Dec-12 00:00:00.0000, -2.612281536392811E-01,  1.569950300840398E+00,  3.930507670404976E-02,
2460657.500000000, A.D. 2024-Dec-13 00:00:00.0000, -2.744935001474952E-01,  1.568785108064186E+00,  3.960598762370655E-02,
2460658.500000000, A.D. 2024-Dec-14 00:00:00.0000, -2.877387525515258E-01,  1.567505108468322E+00,  3.990399950002847E-02,
2460659.500000000, A.D. 2024-Dec-15 00:00:00.0000, -3.009629843402190E-01,  1.566110629559062E+00,  4.019909647427383E-02,
2460660.500000000, A.D. 2024-Dec-16 00:00:00.0000, -3.141652741197045E-01,  1.564602004861541E+00,  4.049126293994470E-02,
2460661.500000000, A.D. 2024-Dec-17 00:00:00.0000, -3.273447056209720E-01,  1.562979573846917E+00,  4.078048354117204E-02,
2460662.500000000, A.D. 2024-Dec-18 00:00:00.0000, -3.405003677072770E-01,  1.561243681859628E+00,  4.106674317138955E-02,
2460663.500000000, A.D. 2024-Dec-19 00:00:00.0000, -3.536313543810495E-01,  1.559394680046321E+00,  4.135002697221789E-02,
2460664.500000000, A.D. 2024-Dec-20 00:00:00.0000, -3.667367647891745E-01,  1.557432925287023E+00,  4.163032033206279E-02,
2460665.500000000, A.D. 2024-Dec-21 00:00:00.0000, -3.798157032266332E-01,  1.555358780127347E+00,  4.190760888432359E-02,
2460666.500000000, A.D. 2024-Dec-22 00:00:00.0000, -3.928672791397934E-01,  1.553172612710604E+00,  4.218187850570401E-02,
2460667.500000000, A.D. 2024-Dec-23 00:00:00.0000, -4.058906071302813E-01,  1.550874796710358E+00,  4.245311531506304E-02,
2460668.500000000, A.D. 2024-Dec-24 00:00:00.0000, -4.188848069588152E-01,  1.548465711264615E+00,  4.272130567260035E-02,
2460669.500000000, A.D. 2024-Dec-25 00:00:00.0000, -4.318490035476458E-01,  1.545945740911422E+00,  4.298643617873793E-02,
2460670.500000000, A.D. 2024-Dec-26 00:00:00.0000, -4.447823269812919E-01,  1.543315275524573E+00,  4.324849367244592E-02,
2460671.500000000, A.D. 2024-Dec-27 00:00:00.0000, -4.576839125066844E-01,  1.540574710249220E+00,  4.350746522946994E-02,
2460672.500000000, A.D. 2024-Dec-28 00:00:00.0000, -4.705529005337676E-01,  1.537724445438683E+00,  4.376333816101818E-02,
2460673.500000000, A.D. 2024-Dec-29 00:00:00.0000, -4.833884366361240E-01,  1.534764886593384E+00,  4.401610001280026E-02,
2460674.500000000, A.D. 2024-Dec-30 00:00:00.0000, -4.961896715504702E-01,  1.531696444301070E+00,  4.426573856384635E-02,
2460675.500000000, A.D. 2024-Dec-31 00:00:00.0000, -5.089557611750630E-01,  1.528519534176800E+00,  4.451224182500824E-02,
